Date,nysecomp,nasdaqcomp,hangsengind,shanghaicomp,euronext,nikkei,bitcoin,dogecoin,ethereum,crudeoil,ngas
2015-10-09,10361.25977,4830.470215,22458.80078,3183.1521,904.6199949999999,18438.66992,243.93099975585938,0.00011891499889316035,0.6506279706954956,49.630001,2.49
2015-10-13,10262.94043,4796.609863000001,22600.46094,3293.22998,895.570007,18234.74023,249.50799560546875,0.00012102699838578701,0.6076549887657166,46.66,2.4699999999999998
2015-10-14,10229.66992,4782.850098,22439.91016,3262.440918,890.159973,17891.0,251.98899841308597,0.00012037499982398003,0.5229679942131042,46.639998999999996,2.4699999999999998
2015-10-15,10378.26953,4870.100098,22888.16992,3338.072998,902.659973,18096.90039,254.32000732421875,0.0001197480014525354,0.5618780255317688,46.380001,2.54
2015-10-16,10421.91016,4886.689941,23067.36914,3391.352051,908.179993,18291.80078,262.86898803710943,0.00012077399878762661,0.5364949703216553,47.259997999999996,2.420000000000001
2015-10-19,10391.59961,4905.470215,23075.60938,3386.6999509999996,909.7700199999999,18131.23047,263.43701171875,0.00011865700071211904,0.4890139997005463,45.889998999999996,2.4299999999999984
2015-10-20,10383.41992,4880.970215,22989.2207,3425.330078,905.2000119999999,18207.15039,269.4630126953125,0.00011849399743368848,0.4348289966583252,45.549999,2.4599999999999995
2015-10-22,10448.83008,4920.049805,22845.36914,3368.739014,926.0399779999999,18435.86914,274.02301025390625,0.00011772700236178936,0.5677019953727722,45.380001,2.3699999999999997
2015-10-23,10506.50977,5031.859863000001,23151.93945,3412.434082,946.2800289999999,18825.30078,276.49600219726557,0.0001145389978773892,0.5396569967269897,44.599998,2.2799999999999994
2015-10-26,10464.62012,5034.700195,23116.25,3429.5810549999997,941.3599849999999,18947.11914,285.29998779296875,0.00011607500346144661,0.7313169836997986,43.98,2.1799999999999997
2015-10-27,10400.17969,5030.149902,23142.73047,3434.335938,932.4400019999999,18777.03906,293.7879943847656,0.00011798900231951848,0.8696410059928894,43.200001,2.140000000000001
2015-10-28,10538.2002,5095.689941,22956.57031,3375.196045,940.8099980000001,18903.01953,304.6180114746094,0.0001259569980902597,1.0024800300598145,45.939999,2.140000000000001
2015-10-29,10498.16016,5074.27002,22819.93945,3387.3149409999996,940.429993,18935.71094,313.8550109863281,0.00014127300528343767,1.2066600322723389,46.060001,2.1499999999999986
2015-10-30,10460.95996,5053.75,22640.03906,3382.561035,941.7100220000001,19083.09961,328.0150146484375,0.00015085999621078372,1.04121994972229,46.59,1.9800000000000002
2015-11-02,10579.87012,5127.149902,22370.03906,3325.084961,945.2199710000001,18683.24023,361.1889953613281,0.00014730500697623938,0.9897890090942384,46.139998999999996,1.919999999999999
2015-11-04,10563.95996,5142.47998,23053.57031,3459.639893,952.5599980000001,18926.91016,411.56298828125,0.00014913499762769789,0.8990499973297119,46.32,2.04
2015-11-05,10548.36035,5127.740234000001,23051.03906,3522.819092,953.8099980000001,19116.41016,386.35400390625,0.0001462439977331087,0.8956369757652283,45.200001,2.04
2015-11-06,10513.36035,5147.120117,22867.33008,3590.031982,957.25,19265.59961,374.4700012207031,0.0001414400030625984,0.92603200674057,44.290001000000004,2.19
2015-11-09,10415.19043,5095.299805,22726.76953,3646.881104,944.8699949999999,19642.74023,380.2569885253906,0.0001348450023215264,0.9992780089378356,43.869999,2.19
2015-11-10,10432.34961,5083.240234000001,22401.69922,3640.485107,945.2700199999999,19671.25977,336.8190002441406,0.00012312100443523377,0.9343479871749878,44.209998999999996,2.140000000000001
2015-11-11,10399.90039,5067.02002,22352.16992,3650.249023,954.0499880000001,19691.39063,311.0840148925781,0.00012490199878811836,0.791828989982605,42.93,2.13
2015-11-12,10235.9502,5005.080078,22888.91992,3632.9021,937.1099849999999,19697.76953,338.1520080566406,0.00013039499754086134,0.8957110047340393,41.75,2.0500000000000007
2015-11-13,10155.07031,4927.879883,22396.14063,3580.839111,928.169983,19596.91016,336.75299072265625,0.00012952700490131974,0.9040960073471068,40.740002000000004,2.0200000000000005
2015-11-16,10299.40039,4984.620117,22010.82031,3606.9570310000004,929.1300050000001,19393.68945,330.7510070800781,0.0001310399966314435,0.9289619922637941,41.740002000000004,2.0200000000000005
2015-11-17,10285.75977,4986.02002,22264.25,3604.794922,954.099976,19630.63086,335.093994140625,0.0001325009943684563,1.0079799890518188,40.669998,2.0500000000000007
2015-11-18,10429.59961,5075.200195,22188.25977,3568.468018,950.3800050000001,19649.17969,334.5899963378906,0.00013502499496098608,0.9933189749717712,40.75,2.1
2015-11-19,10431.45996,5073.640136999999,22500.2207,3617.062012,952.679993,19859.81055,326.14898681640625,0.00013020499318372458,0.9555320143699646,40.540001000000004,2.1
2015-11-20,10444.2002,5104.919922,22754.7207,3630.5,952.099976,19879.81055,322.0220031738281,0.00013109200517646968,0.9249200224876404,40.389998999999996,2.1799999999999997
2015-11-24,10449.719729999999,5102.810059,22587.63086,3616.1130369999996,937.7299800000001,19924.89063,320.0459899902344,0.00012782300473190844,0.9001910090446472,42.869999,2.140000000000001
2015-11-25,10450.36035,5116.140136999999,22498.0,3647.929932,951.2199710000001,19847.58008,328.20599365234375,0.0001304990000789985,0.8635370135307312,43.040001000000004,2.140000000000001
